id	original_sentence	auxiliary_sentence	label
67	out in the counties for me location - 1 itself is a lovely area to live , my nans lived there for 30 years and i spend much of my child their	what do you think of the transit location of location - 1 ?	None
68	one of the cheapest places in south east is location - 1 , but it ' s a bit rough round the edges	what do you think of the general of location - 1 ?	None
68	one of the cheapest places in south east is location - 1 , but it ' s a bit rough round the edges	what do you think of the price of location - 1 ?	Negative
68	one of the cheapest places in south east is location - 1 , but it ' s a bit rough round the edges	what do you think of the safety of location - 1 ?	Negative
68	one of the cheapest places in south east is location - 1 , but it ' s a bit rough round the edges	what do you think of the transit location of location - 1 ?	None
69	locator map come on mate its location - 1 its well known for its punk rock image and ( drugs ) wicked nightclubs though and the punk scene is amazing so its not posh but can be quite expensive	what do you think of the general of location - 1 ?	None
69	locator map come on mate its location - 1 its well known for its punk rock image and ( drugs ) wicked nightclubs though and the punk scene is amazing so its not posh but can be quite expensive	what do you think of the price of location - 1 ?	None
69	locator map come on mate its location - 1 its well known for its punk rock image and ( drugs ) wicked nightclubs though and the punk scene is amazing so its not posh but can be quite expensive	what do you think of the safety of location - 1 ?	None
69	locator map come on mate its location - 1 its well known for its punk rock image and ( drugs ) wicked nightclubs though and the punk scene is amazing so its not posh but can be quite expensive	what do you think of the transit location of location - 1 ?	None
70	you have been sadly misinformed about location - 2 at the moment i live in location - 1	what do you think of the general of location - 1 ?	None
70	you have been sadly misinformed about location - 2 at the moment i live in location - 1	what do you think of the price of location - 1 ?	None
70	you have been sadly misinformed about location - 2 at the moment i live in location - 1	what do you think of the safety of location - 1 ?	None
70	you have been sadly misinformed about location - 2 at the moment i live in location - 1	what do you think of the transit location of location - 1 ?	None
71	well location - 1 is the home of the worlds longest street market	what do you think of the general of location - 1 ?	None
71	well location - 1 is the home of the worlds longest street market	what do you think of the price of location - 1 ?	None
71	well location - 1 is the home of the worlds longest street market	what do you think of the safety of location - 1 ?	None
71	well location - 1 is the home of the worlds longest street market	what do you think of the transit location of location - 1 ?	None
