id	original_sentence	auxiliary_sentence	label_id	label
1823	I highly recommend the Sophia pizza.	what do you think of the price of it ?	4	none
1823	I highly recommend the Sophia pizza.	what do you think of the anecdotes of it ?	0	positive
1823	I highly recommend the Sophia pizza.	what do you think of the food of it ?	4	none
1823	I highly recommend the Sophia pizza.	what do you think of the ambience of it ?	4	none
1823	I highly recommend the Sophia pizza.	what do you think of the service of it ?	4	none
324	Whem asked, we had to ask more detailed questions so that we knew what the specials were.	what do you think of the price of it ?	4	none
324	Whem asked, we had to ask more detailed questions so that we knew what the specials were.	what do you think of the anecdotes of it ?	4	none
324	Whem asked, we had to ask more detailed questions so that we knew what the specials were.	what do you think of the food of it ?	4	none
324	Whem asked, we had to ask more detailed questions so that we knew what the specials were.	what do you think of the ambience of it ?	4	none
324	Whem asked, we had to ask more detailed questions so that we knew what the specials were.	what do you think of the service of it ?	2	negative
2783	This is a consistently great place to dine for lunch or dinner.	what do you think of the price of it ?	4	none
2783	This is a consistently great place to dine for lunch or dinner.	what do you think of the anecdotes of it ?	0	positive
2783	This is a consistently great place to dine for lunch or dinner.	what do you think of the food of it ?	4	none
2783	This is a consistently great place to dine for lunch or dinner.	what do you think of the ambience of it ?	4	none
2783	This is a consistently great place to dine for lunch or dinner.	what do you think of the service of it ?	4	none
2983	Nice atmosphere, the service was very pleasant and the desert was good.	what do you think of the price of it ?	4	none
2983	Nice atmosphere, the service was very pleasant and the desert was good.	what do you think of the anecdotes of it ?	4	none
2983	Nice atmosphere, the service was very pleasant and the desert was good.	what do you think of the food of it ?	0	positive
2983	Nice atmosphere, the service was very pleasant and the desert was good.	what do you think of the ambience of it ?	0	positive
2983	Nice atmosphere, the service was very pleasant and the desert was good.	what do you think of the service of it ?	0	positive
66	All the people that I bring there go back on their own and bring THEIR friends!	what do you think of the price of it ?	4	none
66	All the people that I bring there go back on their own and bring THEIR friends!	what do you think of the anecdotes of it ?	0	positive
66	All the people that I bring there go back on their own and bring THEIR friends!	what do you think of the food of it ?	4	none
66	All the people that I bring there go back on their own and bring THEIR friends!	what do you think of the ambience of it ?	4	none
66	All the people that I bring there go back on their own and bring THEIR friends!	what do you think of the service of it ?	4	none
627	After really enjoying ourselves at the bar we sat down at a table and had dinner.	what do you think of the price of it ?	4	none
627	After really enjoying ourselves at the bar we sat down at a table and had dinner.	what do you think of the anecdotes of it ?	0	positive
627	After really enjoying ourselves at the bar we sat down at a table and had dinner.	what do you think of the food of it ?	4	none
627	After really enjoying ourselves at the bar we sat down at a table and had dinner.	what do you think of the ambience of it ?	4	none
627	After really enjoying ourselves at the bar we sat down at a table and had dinner.	what do you think of the service of it ?	4	none
3219	Fabulous service, fantastic food, and a chilled out atmosphere and environment.	what do you think of the price of it ?	4	none
3219	Fabulous service, fantastic food, and a chilled out atmosphere and environment.	what do you think of the anecdotes of it ?	4	none
3219	Fabulous service, fantastic food, and a chilled out atmosphere and environment.	what do you think of the food of it ?	0	positive
3219	Fabulous service, fantastic food, and a chilled out atmosphere and environment.	what do you think of the ambience of it ?	0	positive
3219	Fabulous service, fantastic food, and a chilled out atmosphere and environment.	what do you think of the service of it ?	0	positive
2934	Not what I wanted to hear.	what do you think of the price of it ?	4	none
2934	Not what I wanted to hear.	what do you think of the anecdotes of it ?	2	negative
2934	Not what I wanted to hear.	what do you think of the food of it ?	4	none
2934	Not what I wanted to hear.	what do you think of the ambience of it ?	4	none
2934	Not what I wanted to hear.	what do you think of the service of it ?	4	none
2787	Try the lasagnette appetizer.	what do you think of the price of it ?	4	none
2787	Try the lasagnette appetizer.	what do you think of the anecdotes of it ?	4	none
2787	Try the lasagnette appetizer.	what do you think of the food of it ?	0	positive
2787	Try the lasagnette appetizer.	what do you think of the ambience of it ?	4	none
2787	Try the lasagnette appetizer.	what do you think of the service of it ?	4	none
825	Pricey, but worth a try, at least once.	what do you think of the price of it ?	2	negative
825	Pricey, but worth a try, at least once.	what do you think of the anecdotes of it ?	0	positive
825	Pricey, but worth a try, at least once.	what do you think of the food of it ?	4	none
825	Pricey, but worth a try, at least once.	what do you think of the ambience of it ?	4	none
825	Pricey, but worth a try, at least once.	what do you think of the service of it ?	4	none
197	I've been there a few times, and I usually end up sitting next to some pretty odd people.	what do you think of the price of it ?	4	none
197	I've been there a few times, and I usually end up sitting next to some pretty odd people.	what do you think of the anecdotes of it ?	2	negative
197	I've been there a few times, and I usually end up sitting next to some pretty odd people.	what do you think of the food of it ?	4	none
197	I've been there a few times, and I usually end up sitting next to some pretty odd people.	what do you think of the ambience of it ?	4	none
197	I've been there a few times, and I usually end up sitting next to some pretty odd people.	what do you think of the service of it ?	4	none
